OBJECTID_1;FID_new;max;sum;vuosi;Id
;888;1;904;2021;0
;887;1;1109;2009;0
;887;1;264;2011;0
;887;1;1237;2016;0
;887;1;1201;2021;0
;886;1;3565;2009;0
;886;;;2011;0
;886;1;4273;2016;0
;886;1;4182;2021;0
;885;1;823;2009;0
;885;1;340;2011;0
;885;1;2674;2021;0
;884;1;5949;2009;0
;884;1;1939;2011;0
;884;1;6111;2021;0
;883;1;4398;2009;0
;883;1;1075;2011;0
;883;1;4908;2021;0
;882;1;254;2009;0
;882;1;92;2011;0
;882;1;806;2021;0
;881;1;908;2009;0
;881;1;291;2011;0
;881;1;1234;2021;0
;880;1;1533;2009;0
;880;1;590;2011;0
;880;1;2922;2021;0
;879;1;3899;2009;0
;879;1;1051;2011;0
;879;1;4407;2016;0
;879;1;4647;2021;0
;878;1;2732;2009;0
;878;1;777;2011;0
;878;;;2014;0
;878;1;1058;2021;0
;877;1;2182;2009;0
;877;1;636;2011;0
;877;;;2014;0
;877;1;3324;2021;0
;876;1;8759;2009;0
;876;1;9581;2016;0
;876;;;2020;0
;876;1;9389;2021;0
;875;1;903;2009;0
;875;;;2010;0
;875;1;1174;2016;0
;875;1;1197;2021;0
;874;1;3496;2008;0
;874;1;3861;2010;0
;874;1;3986;2014;0
;874;1;4282;2021;0
;873;1;2449;2009;0
;873;1;2484;2010;0
;873;1;2653;2016;0
;873;1;2767;2021;0
;872;1;512;2009;0
;872;1;521;2010;0
;872;1;804;2016;0
;872;;;2020;0
;872;1;810;2021;0
;871;1;5093;2008;0
;871;1;5220;2010;0
;871;;;2014;0
;871;1;4091;2016;0
;870;1;5774;2009;0
;870;1;5847;2010;0
;870;1;6207;2016;0
;869;1;1778;2009;0
;869;1;1950;2010;0
;869;1;1496;2016;0
;868;1;3213;2009;0
;868;1;2913;2010;0
;868;1;3388;2016;0
;867;1;1667;2008;0
;867;;;2010;0
;867;1;2894;2014;0
;866;1;383;2008;0
;866;;;2010;0
;866;1;242;2014;0
;865;1;428;2009;0
;865;1;556;2010;0
;865;1;593;2016;0
;864;1;538;2008;0
;864;;;2010;0
;864;1;556;2014;0
;863;;;2008;0
;863;;;2010;0
;863;1;20;2014;0
;862;;;2008;0
;862;1;3097;2008;0
;862;;;2010;0
;862;1;732;2010;0
;862;;;2014;0
;862;1;809;2014;0
;862;;;2018;0
;861;1;4;2009;0
;861;1;26;2010;0
;860;1;3111;2008;0
;860;1;3859;2014;0
;860;1;4025;2018;0
;859;1;466;2008;0
;859;1;492;2014;0
;859;1;444;2018;0
;858;1;3596;2008;0
;858;1;4442;2014;0
;858;1;4486;2018;0
;857;1;1615;2008;0
;857;1;1966;2014;0
;857;1;1951;2018;0
;856;1;1104;2008;0
;856;1;1450;2014;0
;856;1;1528;2018;0
;855;1;4158;2008;0
;855;;;2010;0
;855;1;3773;2014;0
;855;1;315;2018;0
;854;1;2452;2009;0
;854;1;3019;2010;0
;854;;;2014;0
;853;1;537;2009;0
;853;1;585;2010;0
;853;;;2014;0
;852;1;847;2008;0
;852;1;917;2014;0
;851;1;338;2008;0
;851;1;463;2010;0
;851;;;2014;0
;850;1;5696;2008;0
;850;1;5265;2014;0
;850;1;5352;2018;0
;849;1;70;2008;0
;849;1;106;2014;0
;848;1;528;2008;0
;848;1;708;2014;0
;847;1;597;2008;0
;847;1;622;2014;0
;846;1;7706;2008;0
;846;1;5650;2014;0
;845;1;866;2008;0
;845;1;253;2014;0
;844;1;2057;2008;0
;844;1;3685;2014;0
;844;;;2018;0
;843;1;476;2008;0
;843;1;685;2014;0
;843;;;2018;0
;842;1;1591;2012;0
;842;1;2451;2014;0
;841;1;5;2008;0
;841;1;13;2010;0
;840;1;231;2008;0
;840;1;256;2010;0
;839;1;2709;2008;0
;839;1;2591;2010;0
;839;1;3018;2014;0
;839;;;2015;0
;839;1;3967;2019;0
;838;1;828;2008;0
;838;1;1105;2010;0
;838;;;2015;0
;838;1;502;2019;0
;838;1;299;2021;0
;837;1;3621;2012;0
;837;1;3878;2014;0
;837;1;3052;2019;0
;836;1;613;2012;0
;836;1;618;2014;0
;836;;;2015;0
;836;1;716;2019;0
;835;1;1127;2012;0
;835;;;2013;0
;835;1;1229;2014;0
;835;;;2015;0
;835;1;1426;2019;0
;834;1;2159;2012;0
;834;1;2295;2013;0
;834;1;2299;2014;0
;834;;;2015;0
;834;1;2445;2019;0
;833;1;4319;2012;0
;833;1;4661;2013;0
;833;1;5086;2014;0
;833;1;1803;2015;0
;833;1;5961;2019;0
;832;1;877;2012;0
;832;1;916;2013;0
;832;1;903;2014;0
;832;1;923;2015;0
;832;1;1040;2019;0
;831;1;5680;2013;0
;831;1;6181;2014;0
;831;1;6410;2015;0
;831;1;6220;2019;0
;831;1;4856;2012;0
;831;1;1041;2012;0
;831;1;1256;2013;0
;831;1;1343;2014;0
;831;1;1439;2015;0
;831;1;1600;2019;0
;830;1;7287;2013;0
;830;1;7790;2014;0
;830;1;5865;2015;0
;830;1;6350;2019;0
;830;1;9227;2012;0
;829;1;14664;2010;0
;829;1;836;2014;0
;829;;;2015;0
;829;1;2296;2021;0
;828;1;762;2013;0
;828;;;2014;0
;828;1;1201;2015;0
;828;1;1737;2019;0
;827;1;1991;2011;0
;827;1;1680;2014;0
;827;;;2018;0
;827;1;2320;2019;0
;826;1;5828;2011;0
;826;1;7064;2014;0
;826;;;2018;0
;826;1;7071;2019;0
;825;1;1348;2013;0
;825;1;1528;2015;0
;825;1;1510;2019;0
;824;1;3853;2013;0
;824;1;4107;2015;0
;824;1;3500;2019;0
;823;;;2013;0
;823;;;2014;0
;823;;;2015;0
;823;;;2018;0
;823;1;3;2019;0
;822;1;1212;2011;0
;822;1;1411;2014;0
;822;;;2018;0
;822;1;1838;2019;0
;821;1;3797;2011;0
;821;1;4173;2014;0
;821;;;2018;0
;821;1;1988;2019;0
;820;1;1440;2011;0
;820;1;1655;2014;0
;820;;;2018;0
;820;1;1024;2019;0
;819;1;366;2011;0
;819;1;576;2014;0
;819;1;504;2018;0
;819;1;493;2019;0
;818;1;5486;2011;0
;818;;;2014;0
;818;1;4870;2018;0
;818;1;4774;2019;0
;817;;;2013;0
;817;;;2015;0
;817;1;487;2018;0
;817;1;514;2019;0
;816;1;4557;2013;0
;816;;;2015;0
;816;1;5290;2018;0
;816;1;5188;2019;0
;815;1;511;2013;0
;815;1;557;2015;0
;815;;;2018;0
;815;1;759;2019;0
;814;1;27;2011;0
;814;1;28;2018;0
;814;1;28;2019;0
;813;1;584;2013;0
;813;1;612;2015;0
;813;;;2018;0
;813;1;574;2019;0
;813;1;555;2014;0
;812;1;3091;2013;0
;812;1;3444;2015;0
;812;;;2018;0
;812;1;2756;2019;0
;811;1;154;2013;0
;811;;;2015;0
;811;1;158;2018;0
;811;1;158;2019;0
;810;1;3271;2013;0
;810;1;3569;2015;0
;810;;;2018;0
;810;1;3566;2019;0
;810;1;3334;2014;0
;809;1;2859;2013;0
;809;;;2015;0
;809;1;3255;2018;0
;809;1;1337;2019;0
;808;1;526;2013;0
;808;1;550;2015;0
;808;;;2018;0
;808;1;552;2019;0
;808;1;513;2014;0
;807;1;613;2012;0
;807;1;554;2013;0
;807;1;642;2015;0
;807;;;2018;0
;807;1;392;2019;0
;806;1;37;2013;0
;806;1;74;2018;0
;806;1;10;2019;0
;805;1;2218;2012;0
;805;1;2358;2013;0
;805;1;2629;2015;0
;805;;;2018;0
;805;1;2717;2019;0
;804;1;3538;2012;0
;804;1;4049;2013;0
;804;1;4495;2015;0
;804;;;2018;0
;804;1;4810;2019;0
;803;;;2012;0
;803;1;768;2013;0
;803;1;513;2018;0
;803;1;484;2019;0
;802;;;2015;0
;802;1;412;2017;0
;802;1;396;2009;0
;801;;;2015;0
;801;1;3327;2017;0
;800;;;2015;0
;800;1;3197;2017;0
;799;;;2015;0
;799;1;1074;2017;0
;798;1;5661;2009;0
;798;1;8255;2016;0
;798;1;7687;2017;0
;797;;;2015;0
;797;1;4024;2017;0
;796;1;2564;2009;0
;796;1;4431;2016;0
;796;1;4012;2017;0
;795;;;2015;0
;795;1;2706;2017;0
;794;;;2015;0
;794;1;1880;2017;0
;793;1;1854;2009;0
;793;;;2015;0
;793;1;1074;2017;0
;792;;;2015;0
;792;1;5980;2017;0
;791;1;3284;2009;0
;791;1;3935;2016;0
;790;1;237;2009;0
;790;1;179;2016;0
;789;1;3936;2009;0
;789;1;4579;2015;0
;789;1;5198;2017;0
;789;1;5873;2021;0
;788;1;1198;2009;0
;788;1;802;2015;0
;788;1;1089;2017;0
;788;1;1644;2021;0
;787;1;1162;2009;0
;787;1;849;2015;0
;787;1;1010;2017;0
;787;1;1318;2021;0
;786;1;1466;2009;0
;786;1;745;2016;0
;785;1;1235;2009;0
;785;1;343;2015;0
;785;;;2017;0
;785;1;914;2021;0
;784;1;5274;2009;0
;784;1;850;2016;0
;783;1;4101;2009;0
;783;1;5334;2015;0
;783;;;2017;0
;783;1;6352;2021;0
;782;1;2231;2009;0
;782;1;2769;2015;0
;782;;;2017;0
;782;1;3302;2021;0
;781;;;2009;0
;781;1;25;2016;0
;780;1;4415;2009;0
;780;1;4663;2015;0
;780;;;2017;0
;780;1;5362;2021;0
;779;1;94;2009;0
;779;;;2016;0
;778;1;1242;2009;0
;778;;;2016;0
;777;1;3490;2009;0
;777;1;2499;2015;0
;777;1;1834;2016;0
;776;1;6076;2009;0
;776;1;4449;2015;0
;776;1;7285;2021;0
;775;1;1111;2009;0
;775;1;537;2009;0
;775;1;1333;2015;0
;775;1;652;2015;0
;775;1;2483;2021;0
;775;1;660;2021;0
;774;1;126;2009;0
;774;1;552;2014;0
;774;1;3086;2016;0
;774;;;2021;0
;773;1;91;2009;0
;773;1;744;2014;0
;773;1;2013;2016;0
;773;;;2021;0
;772;1;2181;2010;0
;772;1;4644;2016;0
;772;;;2021;0
;771;1;3371;2009;0
;771;1;3548;2015;0
;771;1;3797;2021;0
;770;1;1731;2009;0
;770;1;2139;2016;0
;769;1;2341;2009;0
;769;1;1707;2010;0
;769;1;3962;2016;0
;768;1;2460;2009;0
;768;1;2453;2010;0
;768;1;2579;2016;0
;767;1;3964;2009;0
;767;1;4013;2010;0
;767;1;4950;2016;0
;766;1;1967;2009;0
;766;1;1706;2010;0
;766;1;2498;2016;0
;765;1;2252;2010;0
;765;1;3959;2016;0
;765;;;2021;0
;764;1;2741;2009;0
;764;1;2677;2015;0
;764;1;3258;2016;0
;763;1;1252;2010;0
;763;1;1755;2016;0
;763;;;2019;0
;762;1;833;2009;0
;762;1;1010;2015;0
;762;1;1299;2016;0
;762;;;2019;0
;761;1;1125;2009;0
;761;1;1670;2016;0
;761;;;2019;0
;760;1;3649;2009;0
;760;1;4611;2016;0
;760;;;2019;0
;759;1;1795;2009;0
;759;1;1948;2016;0
;759;1;581;2019;0
;758;1;5;2009;0
;758;1;738;2010;0
;758;1;1586;2016;0
;758;1;1469;2019;0
;757;1;2730;2009;0
;757;1;3586;2019;0
;757;1;2675;2021;0
;756;1;591;2009;0
;756;1;930;2019;0
;756;1;1238;2021;0
;755;1;2762;2009;0
;755;1;5627;2019;0
;755;1;6363;2021;0
;754;1;1255;2008;0
;754;1;1129;2009;0
;754;1;1470;2015;0
;754;1;1507;2019;0
;754;;;2021;0
;753;1;3981;2008;0
;753;;;2015;0
;753;1;1666;2019;0
;753;1;1960;2021;0
;752;1;3614;2008;0
;752;1;5194;2019;0
;752;1;5386;2021;0
;751;1;4484;2008;0
;751;1;4491;2019;0
;751;1;4580;2021;0
;750;1;4309;2009;0
;750;1;3031;2012;0
;750;1;4369;2016;0
;750;1;4472;2019;0
;749;1;2700;2009;0
;749;1;2842;2015;0
;749;1;3063;2016;0
;749;1;2934;2019;0
;748;1;2897;2008;0
;748;1;2191;2019;0
;748;1;2207;2021;0
;747;1;988;2009;0
;747;1;1192;2012;0
;747;1;1099;2019;0
;746;1;478;2008;0
;746;1;475;2015;0
;746;1;458;2019;0
;745;1;982;2008;0
;745;1;1126;2015;0
;745;1;1173;2019;0
;744;1;2568;2008;0
;744;1;3760;2019;0
;744;;;2021;0
;743;1;568;2009;0
;743;1;604;2012;0
;743;1;637;2019;0
;742;1;5291;2009;0
;742;1;6145;2015;0
;742;1;6152;2019;0
;741;1;73;2008;0
;741;1;186;2015;0
;741;1;706;2019;0
;740;1;4027;2008;0
;740;1;6312;2019;0
;740;;;2021;0
;739;1;801;2008;0
;739;1;1286;2019;0
;739;;;2021;0
;738;1;2610;2008;0
;738;1;4261;2019;0
;738;;;2021;0
;737;1;2911;2009;0
;737;1;3358;2012;0
;737;1;3415;2019;0
;736;1;4111;2008;0
;736;1;3447;2019;0
;735;1;2877;2009;0
;735;1;3474;2012;0
;735;1;4521;2019;0
;734;1;1946;2008;0
;734;;;2015;0
;734;1;1976;2019;0
;733;1;18;2008;0
;733;1;633;2019;0
;732;1;1915;2010;0
;732;1;2684;2012;0
;732;1;2760;2019;0
;731;1;332;2008;0
;731;1;173;2019;0
;730;1;4435;2010;0
;730;1;8918;2019;0
;729;1;2411;2010;0
;729;1;4462;2019;0
;728;1;1860;2008;0
;728;;;2013;0
;728;1;2251;2019;0
;727;1;13;2008;0
;727;1;11;2019;0
;726;1;2251;2010;0
;726;1;2254;2012;0
;726;1;2631;2019;0
;725;1;1148;2008;0
;725;;;2013;0
;725;1;1182;2019;0
;724;1;2590;2010;0
;724;1;2862;2012;0
;724;1;3066;2019;0
;723;1;4068;2008;0
;723;1;3725;2019;0
;722;1;3083;2008;0
;722;;;2011;0
;722;1;3156;2019;0
;721;1;3362;2008;0
;721;1;3655;2013;0
;721;1;3647;2019;0
;720;1;16245;2010;0
;720;1;17023;2012;0
;720;1;15014;2019;0
;719;1;335;2010;0
;719;1;469;2012;0
;719;1;382;2019;0
;718;1;562;2010;0
;718;1;612;2012;0
;718;1;619;2019;0
;717;1;1361;2010;0
;717;1;1644;2012;0
;717;1;1872;2019;0
;716;1;5572;2010;0
;716;1;5949;2012;0
;716;1;5910;2019;0
;715;1;416;2010;0
;715;1;539;2012;0
;715;1;600;2019;0
;714;1;1680;2010;0
;714;1;2270;2012;0
;714;1;2826;2019;0
;713;1;2449;2010;0
;713;;;2012;0
;713;1;2817;2019;0
;712;1;188;2010;0
;712;;;2012;0
;712;1;187;2019;0
;711;1;2966;2010;0
;711;1;4680;2012;0
;711;1;5157;2015;0
;711;1;5605;2019;0
;710;1;8793;2010;0
;710;1;10791;2015;0
;710;1;11214;2019;0
;709;1;3291;2010;0
;709;1;5452;2015;0
;709;1;5710;2019;0
;708;1;2451;2010;0
;708;1;2874;2015;0
;708;1;3046;2019;0
;707;1;74;2008;0
;707;1;25;2011;0
;707;1;75;2019;0
;706;1;2630;2008;0
;706;1;904;2011;0
;706;1;4869;2019;0
;705;1;1504;2008;0
;705;1;486;2011;0
;705;1;903;2019;0
;704;1;719;2008;0
;704;1;203;2011;0
;704;1;795;2019;0
;703;1;3640;2008;0
;703;1;1193;2011;0
;703;1;5816;2019;0
;702;1;14;2008;0
;702;1;1649;2011;0
;702;1;5855;2013;0
;702;1;6073;2019;0
;701;1;3236;2010;0
;701;1;1519;2015;0
;701;1;1320;2019;0
;700;1;1440;2010;0
;700;1;1512;2015;0
;700;1;1514;2019;0
;699;1;4251;2010;0
;699;1;6129;2015;0
;699;1;5140;2019;0
;698;1;7290;2010;0
;698;1;9518;2015;0
;698;1;10395;2019;0
;697;1;6844;2010;0
;697;1;8571;2015;0
;697;1;8688;2019;0
;696;1;1842;2010;0
;696;1;1840;2015;0
;696;1;2547;2019;0
;695;1;13214;2010;0
;695;1;16670;2015;0
;695;1;16736;2019;0
;694;1;2262;2010;0
;694;1;2521;2015;0
;694;1;2742;2019;0
;693;1;845;2010;0
;693;1;1209;2015;0
;693;1;1647;2019;0
;692;1;4024;2010;0
;692;1;1195;2010;0
;692;1;4713;2015;0
;692;1;1454;2015;0
;692;1;5187;2019;0
;692;1;1567;2019;0
;691;1;5140;2010;0
;691;1;1696;2015;0
;691;1;2761;2019;0
;691;;;2020;0
;690;1;584;2010;0
;690;1;497;2015;0
;690;;;2019;0
;690;;;2020;0
;689;1;4081;2010;0
;689;1;4108;2015;0
;689;;;2019;0
;689;;;2020;0
;688;1;5173;2010;0
;688;1;5098;2015;0
;688;;;2019;0
;688;;;2020;0
;687;1;7003;2010;0
;687;1;9712;2015;0
;687;;;2019;0
;687;;;2020;0
;686;1;2757;2013;0
;685;1;438;2013;0
;684;1;577;2013;0
;683;1;4364;2013;0
;683;1;5357;2015;0
;683;1;5649;2020;0
;682;1;127;2013;0
;681;1;959;2013;0
;680;1;2814;2013;0
;680;;;2020;0
;679;1;2297;2013;0
;679;1;3820;2020;0
;678;1;3863;2013;0
;678;1;6162;2020;0
;678;;;2015;0
;677;1;2473;2013;0
;677;1;5261;2020;0
;676;1;628;2011;0
;676;1;2399;2014;0
;676;;;2015;0
;676;1;2665;2020;0
;675;1;1339;2013;0
;675;1;1557;2020;0
;674;1;2538;2013;0
;674;1;3884;2020;0
;673;1;945;2011;0
;673;1;4400;2014;0
;673;1;2571;2015;0
;673;1;3018;2020;0
;672;1;2387;2013;0
;672;;;2020;0
;671;1;2022;2011;0
;671;1;8456;2014;0
;671;1;4206;2015;0
;671;1;4926;2020;0
;670;1;2024;2011;0
;670;1;5551;2014;0
;670;1;5865;2020;0
;669;1;2401;2013;0
;669;;;2020;0
;668;1;216;2011;0
;668;1;834;2014;0
;668;1;832;2020;0
;667;1;14786;2013;0
;667;;;2020;0
;666;1;3707;2013;0
;666;;;2018;0
;665;1;10350;2013;0
;665;;;2020;0
;664;1;9504;2013;0
;664;;;2018;0
;663;1;613;2013;0
;663;;;2018;0
;662;1;1142;2013;0
;662;;;2018;0
;661;1;3874;2013;0
;661;1;4467;2020;0
;660;1;2825;2013;0
;660;1;2255;2020;0
;659;1;9283;2013;0
;659;1;11205;2020;0
;658;1;2107;2013;0
;658;1;2257;2020;0
;657;1;3676;2013;0
;657;1;4151;2020;0
;656;1;244;2013;0
;656;1;1145;2020;0
;656;1;3028;2013;0
;656;1;5058;2020;0
;655;1;302;2013;0
;655;1;626;2020;0
;654;1;6573;2013;0
;654;1;11380;2020;0
;653;1;604;2013;0
;653;1;665;2020;0
;652;1;964;2013;0
;652;1;3332;2020;0
;651;1;5698;2013;0
;651;1;9233;2020;0
;650;1;1411;2011;0
;650;1;2671;2013;0
;650;1;4171;2020;0
;649;1;975;2013;0
;649;1;148;2020;0
;648;1;1048;2013;0
;648;1;1323;2020;0
;647;1;889;2011;0
;647;1;2504;2013;0
;647;1;3479;2020;0
;646;1;1852;2011;0
;646;1;5450;2013;0
;646;1;6749;2020;0
;645;1;656;2013;0
;645;1;785;2020;0
;644;1;2822;2009;0
;644;1;3753;2014;0
;644;1;4320;2018;0
;644;1;6576;2021;0
;643;1;1124;2009;0
;643;1;1365;2014;0
;643;1;1589;2018;0
;643;1;1592;2021;0
;642;1;2149;2009;0
;642;;;2010;0
;642;1;2474;2014;0
;642;1;2592;2021;0
;641;1;596;2009;0
;641;1;511;2010;0
;641;;;2012;0
;641;1;1366;2014;0
;641;1;2484;2016;0
;641;1;2346;2018;0
;641;1;2805;2021;0
;640;;;2010;0
;640;;;2012;0
;640;1;30;2016;0
;640;1;210;2021;0
;640;;;2018;0
;639;1;778;2010;0
;639;1;1378;2012;0
;639;1;1651;2016;0
;639;1;1501;2021;0
;638;1;701;2010;0
;638;1;3170;2012;0
;638;1;2247;2014;0
;638;1;869;2021;0
;637;1;1804;2010;0
;637;1;3825;2012;0
;637;1;5483;2016;0
;637;1;4510;2018;0
;637;1;5911;2021;0
;636;1;211;2010;0
;636;1;329;2012;0
;636;1;886;2021;0
;635;1;421;2010;0
;635;1;672;2012;0
;635;;;2013;0
;635;1;1601;2021;0
;634;1;5702;2010;0
;634;1;6673;2012;0
;634;1;5144;2021;0
;633;1;694;2010;0
;633;1;905;2012;0
;633;1;4050;2021;0
;632;1;1150;2010;0
;632;1;1576;2012;0
;632;1;1710;2021;0
;631;1;1656;2010;0
;631;1;1854;2012;0
;631;;;2013;0
;631;1;1996;2021;0
;630;1;2831;2010;0
;630;1;5436;2012;0
;630;1;8013;2016;0
;630;;;2021;0
;629;1;801;2010;0
;629;1;1155;2012;0
;629;1;1674;2016;0
;629;1;1721;2021;0
;628;1;506;2010;0
;628;1;562;2012;0
;628;;;2013;0
;628;1;572;2021;0
;627;1;179;2010;0
;627;1;387;2012;0
;627;1;341;2016;0
;627;;;2021;0
;626;1;2690;2010;0
;626;1;2582;2012;0
;626;1;2326;2013;0
;626;1;1616;2021;0
;625;1;1869;2010;0
;625;1;3768;2012;0
;625;1;5793;2021;0
;624;1;3882;2010;0
;624;1;3575;2012;0
;624;;;2013;0
;624;1;4414;2021;0
;623;1;715;2010;0
;623;1;690;2012;0
;623;1;706;2021;0
;622;1;7567;2010;0
;622;1;7437;2012;0
;622;;;2013;0
;622;1;9675;2021;0
;621;1;2648;2010;0
;621;1;2803;2012;0
;621;1;3844;2021;0
;620;1;7812;2010;0
;620;1;6911;2012;0
;620;1;6584;2021;0
;619;1;1749;2010;0
;619;1;2425;2012;0
;619;1;3062;2021;0
;618;1;401;2010;0
;618;1;588;2012;0
;618;1;1042;2021;0
;617;1;402;2010;0
;617;1;448;2012;0
;617;1;309;2021;0
;616;1;3736;2010;0
;616;1;4056;2012;0
;616;1;4663;2021;0
;615;1;5826;2010;0
;615;1;8414;2012;0
;615;1;9049;2021;0
;614;1;3554;2010;0
;614;1;6063;2012;0
;614;1;15802;2021;0
;613;1;549;2010;0
;613;1;1662;2012;0
;613;1;1693;2021;0
;612;1;3740;2010;0
;612;1;3808;2012;0
;612;1;3932;2021;0
;611;1;152;2010;0
;611;1;13;2012;0
;611;1;173;2021;0
;610;1;720;2010;0
;610;1;980;2012;0
;610;1;2367;2021;0
;609;1;4822;2010;0
;609;1;6035;2012;0
;609;1;3899;2021;0
;608;1;2356;2010;0
;608;1;3020;2012;0
;608;;;2021;0
;607;1;4353;2010;0
;607;1;4734;2012;0
;607;;;2021;0
;606;1;4345;2010;0
;606;1;6383;2012;0
;606;;;2021;0
;605;1;1424;2010;0
;605;1;2883;2012;0
;605;;;2021;0
;604;1;836;2010;0
;604;1;917;2012;0
;604;;;2021;0
;603;1;2685;2010;0
;603;1;3034;2012;0
;603;1;3392;2016;0
;603;;;2019;0
;603;;;2021;0
;602;1;854;2011;0
;602;1;1051;2012;0
;601;1;1074;2011;0
;601;1;1351;2012;0
;600;1;801;2011;0
;600;1;1019;2012;0
;599;1;2333;2011;0
;599;1;2399;2012;0
;598;1;1764;2011;0
;598;1;1832;2012;0
;597;1;3873;2011;0
;597;1;4355;2012;0
;596;1;1235;2011;0
;596;1;2104;2012;0
;595;1;5811;2011;0
;595;1;6884;2012;0
;594;1;2446;2011;0
;594;1;2564;2012;0
;593;1;157;2009;0
;593;1;136;2012;0
;592;1;1459;2009;0
;592;1;1478;2012;0
;591;1;3353;2011;0
;591;1;1755;2012;0
;590;1;12889;2009;0
;590;1;11886;2012;0
;589;1;2422;2011;0
;589;1;2780;2012;0
;588;1;429;2009;0
;588;1;402;2012;0
;587;1;94;2009;0
;587;1;113;2012;0
;586;1;3250;2011;0
;586;1;3785;2012;0
;585;1;7265;2009;0
;585;1;7912;2012;0
;584;1;2990;2009;0
;584;1;3946;2012;0
;583;1;2314;2009;0
;583;1;2696;2012;0
;582;1;1525;2011;0
;582;1;1559;2012;0
;581;1;1941;2011;0
;581;1;2684;2012;0
;580;1;3323;2009;0
;580;1;3586;2012;0
;580;1;4067;2019;0
;579;1;1703;2011;0
;579;1;2225;2012;0
;578;1;5709;2011;0
;578;1;5552;2012;0
;577;1;4940;2011;0
;577;1;5972;2012;0
;576;1;1812;2011;0
;576;1;2028;2012;0
;575;1;1249;2011;0
;575;1;2005;2012;0
;574;1;612;2011;0
;574;1;874;2012;0
;573;1;1705;2011;0
;573;1;2034;2012;0
;572;1;3985;2009;0
;572;1;4138;2012;0
;571;1;4506;2011;0
;571;1;5591;2012;0
;571;1;288;2015;0
;570;1;1721;2009;0
;570;1;1670;2012;0
;569;1;1933;2009;0
;569;1;2068;2012;0
;568;1;192;2011;0
;568;1;202;2012;0
;567;1;3813;2009;0
;567;1;4325;2012;0
;566;1;1048;2011;0
;566;1;1132;2012;0
;566;1;935;2015;0
;565;1;1974;2011;0
;565;1;1880;2012;0
;565;1;1521;2015;0
;564;1;2250;2009;0
;564;1;2762;2012;0
;563;1;4191;2009;0
;563;1;4908;2012;0
;562;1;3798;2011;0
;562;1;4431;2012;0
;562;1;4570;2015;0
;561;1;5485;2011;0
;561;1;7286;2012;0
;561;1;7592;2015;0
;560;1;4488;2011;0
;560;1;4978;2012;0
;560;1;4763;2015;0
;559;1;3258;2011;0
;559;1;3813;2012;0
;559;1;3904;2015;0
;558;1;3102;2011;0
;558;1;3196;2012;0
;558;1;3181;2015;0
;557;1;388;2011;0
;557;1;598;2012;0
;557;1;683;2015;0
;556;1;3746;2011;0
;556;1;6169;2012;0
;556;1;6428;2015;0
;555;1;9386;2011;0
;555;1;9775;2012;0
;555;1;9480;2015;0
;554;1;3220;2011;0
;554;1;3368;2012;0
;554;1;3420;2015;0
;553;1;2470;2011;0
;553;1;4439;2015;0
;552;1;1532;2011;0
;552;1;2090;2015;0
;551;1;4641;2011;0
;551;1;6413;2015;0
;550;1;2418;2011;0
;550;1;2897;2015;0
;549;1;2604;2011;0
;549;1;2977;2015;0
;548;1;2868;2011;0
;548;1;3616;2015;0
;547;1;1313;2011;0
;547;1;548;2013;0
;547;1;1807;2015;0
;546;1;7113;2013;0
;546;1;7491;2015;0
;546;1;5494;2011;0
;545;1;1422;2011;0
;545;1;1864;2013;0
;545;1;2033;2015;0
;544;1;2621;2013;0
;544;1;2720;2015;0
;543;1;2571;2013;0
;543;1;2823;2015;0
;542;1;626;2013;0
;542;1;726;2015;0
;541;1;1660;2013;0
;541;1;2119;2015;0
;540;1;4772;2013;0
;540;1;3042;2015;0
;539;1;2536;2010;0
;539;1;2863;2015;0
;538;1;450;2013;0
;538;1;520;2015;0
;537;1;5119;2013;0
;537;1;5468;2015;0
;536;1;3316;2013;0
;536;1;3540;2015;0
;535;1;9991;2013;0
;535;1;10224;2015;0
;534;1;4065;2013;0
;534;1;4402;2015;0
;533;1;4761;2010;0
;533;1;5573;2015;0
;532;;;2013;0
;532;;;2015;0
;531;1;4551;2013;0
;531;1;4588;2015;0
;530;1;418;2013;0
;530;1;469;2015;0
;530;;;2021;0
;530;1;5218;2013;0
;530;1;5813;2015;0
;529;1;4411;2013;0
;529;1;4322;2015;0
;529;;;2021;0
;528;1;539;2013;0
;528;1;609;2015;0
;528;;;2021;0
;527;1;572;2013;0
;527;1;677;2015;0
;527;;;2021;0
;526;1;7863;2013;0
;526;1;8425;2015;0
;526;;;2021;0
;525;1;365;2013;0
;525;1;491;2015;0
;525;;;2021;0
;524;1;2645;2013;0
;524;1;2948;2015;0
;524;;;2021;0
;523;1;2003;2013;0
;523;1;1379;2013;0
;523;1;2082;2015;0
;523;1;1446;2015;0
;523;;;2021;0
;522;1;4104;2010;0
;522;1;5752;2015;0
;522;;;2019;0
;522;;;2021;0
;521;1;5779;2013;0
;521;1;5654;2015;0
;521;;;2021;0
;520;1;2491;2010;0
;520;1;2946;2015;0
;520;;;2019;0
;520;;;2021;0
;519;1;683;2013;0
;519;1;765;2015;0
;519;;;2021;0
;518;1;4990;2010;0
;518;1;5822;2015;0
;518;1;5923;2019;0
;518;;;2021;0
;517;1;1433;2010;0
;517;1;1484;2015;0
;517;1;1342;2019;0
;517;;;2021;0
;516;1;2151;2013;0
;516;1;2306;2015;0
;516;1;3578;2021;0
;515;1;1466;2013;0
