ASTA_ID;post_raster_id;vuosi;5m_sum;sum_total;Canopy _percent
6463;30553;2015;;;0
6463;30563;2018;905;1579;57.3147561747942
6464;30538;2013;1382;1643;84.1144248326232
6464;30548;2015;;;0
6464;30558;2018;1294;1708;75.7611241217799
6464;30578;2019;1303;1724;75.5800464037123
6465;30569;2013;16;151;10.5960264900662
6465;30574;2015;;;0
6466;30567;2013;379;1338;28.3258594917788
6466;30572;2015;;;0
6467;30544;2013;187;636;29.4025157232704
6467;30554;2015;;;0
6467;30564;2018;149;731;20.3830369357045
6468;30541;2013;384;884;43.4389140271493
6468;30551;2015;;;0
6468;30561;2018;303;1017;29.7935103244838
6469;30540;2013;1354;2133;63.4786685419597
6469;30550;2015;;;0
6469;30560;2018;1222;2259;54.0947321823816
6470;30545;2013;877;926;94.7084233261339
6470;30555;2015;;;0
6470;30565;2018;859;927;92.6645091693635
6470;30579;2019;848;927;91.4778856526429
6471;30539;2013;2923;4209;69.4464243288192
6471;30549;2015;;;0
6471;30559;2018;2675;4393;60.8923287047576
6472;30542;2013;400;509;78.5854616895874
6472;30552;2015;;;0
6472;30562;2018;357;534;66.8539325842697
6473;30537;2013;118;144;81.9444444444444
6473;30547;2015;;;0
6473;30557;2018;101;128;78.90625
6473;30577;2019;98;128;76.5625
6473;30580;2013;1202;1373;87.5455207574654
6473;30582;2018;1168;1390;84.0287769784173
6473;30583;2019;1153;1390;82.9496402877698
6474;30587;2013;3185;8499;37.4749970584775
6474;30591;2015;7269;12213;59.5185458118398
6474;30595;2015;4118;8672;47.4861623616236
6474;30599;2018;;;0
6475;30585;2013;3185;8499;37.4749970584775
6475;30589;2015;7269;12213;59.5185458118398
6475;30593;2015;4118;8672;47.4861623616236
6475;30597;2018;;;0
6476;30586;2013;3185;8499;37.4749970584775
6476;30590;2015;7269;12213;59.5185458118398
6476;30594;2015;4118;8672;47.4861623616236
6476;30598;2018;;;0
6477;30584;2013;3185;8499;37.4749970584775
6477;30588;2015;7269;12213;59.5185458118398
6477;30592;2015;4118;8672;47.4861623616236
6477;30596;2018;;;0
6478;30604;2015;577;1249;46.1969575660528
6478;30605;2018;;;0
6479;30607;2015;1193;1663;71.7378232110643
6480;30606;2015;625;1078;57.9777365491651
6481;30608;2014;174;534;32.5842696629214
6481;30609;2015;169;506;33.399209486166
6481;30610;2018;190;570;33.3333333333333
6481;30611;2019;139;582;23.8831615120275
6482;30612;2014;911;1837;49.5917256396298
6482;30613;2015;783;1816;43.1167400881057
6482;30614;2018;825;1854;44.4983818770227
6482;30615;2019;741;1832;40.4475982532751
6483;30617;2015;100;313;31.9488817891374
6483;30619;2018;78;312;25
6483;30621;2019;123;321;38.3177570093458
6484;30616;2015;4119;8735;47.1551230681168
6484;30618;2018;3638;8872;41.0054102795311
6484;30620;2019;4094;9033;45.3227056348943
6485;30622;2016;2684;4112;65.272373540856
6486;30623;2016;463;2234;20.7251566696509
6487;30625;2016;702;894;78.5234899328859
6488;30626;2016;767;1016;75.492125984252
6489;30624;2016;1622;2111;76.8356229275225
6490;30629;2016;1430;2789;51.2728576550735
6490;30630;2016;;3;0
6491;30628;2016;570;1011;56.379821958457
6492;30632;2016;148;1248;11.8589743589744
6493;30631;2016;91;219;41.5525114155251
6493;30633;2016;91;227;40.0881057268722
6494;30636;2016;1387;3552;39.0484234234234
6494;30639;2021;1193;5906;20.1997968167965
6495;30637;2016;4;339;1.17994100294985
6495;30640;2021;25;363;6.8870523415978
6496;30635;2016;395;575;68.695652173913
6496;30638;2021;326;584;55.8219178082192
6497;22958;2011;246;253;97.2332015810277
6497;22960;2019;252;253;99.604743083004
6497;30643;2011;724;788;91.8781725888325
6497;30648;2019;752;789;95.3105196451204
6498;30644;2011;866;895;96.7597765363128
6498;30649;2019;866;894;96.8680089485459
6499;30642;2011;294;296;99.3243243243243
6499;30647;2019;293;294;99.6598639455782
6500;30645;2011;44;191;23.0366492146597
6500;30650;2019;53;194;27.319587628866
6501;30651;2011;2765;5969;46.3226671134193
6501;30652;2018;4811;6137;78.393351800554
6502;30657;2011;192;491;39.1038696537678
6502;30663;2018;401;497;80.6841046277666
6502;30669;2019;;;0
6503;30671;2011;1769;2799;63.2011432654519
6503;30672;2019;1981;2826;70.0990799716914
6504;30678;2011;9603;16264;59.0445154943433
6504;30686;2019;11223;16643;67.4337559334255
6505;30677;2011;9603;16264;59.0445154943433
6505;30685;2019;11223;16643;67.4337559334255
6506;30679;2011;9603;16264;59.0445154943433
6506;30687;2019;11223;16643;67.4337559334255
6507;30695;2011;18290;18667;97.9803932072642
6507;30703;2019;18627;18827;98.9376958623254
6508;30690;2011;18290;18667;97.9803932072642
6508;30698;2019;18627;18827;98.9376958623254
6509;30658;2011;2907;7970;36.474278544542
6509;30664;2018;5087;8067;63.0593777116648
6509;30670;2019;;;0
6510;30654;2011;2907;7970;36.474278544542
6510;30660;2018;5087;8067;63.0593777116648
6510;30666;2019;;;0
6511;30691;2011;5152;5426;94.9502395871729
6511;30699;2019;5229;5415;96.5650969529086
6512;30680;2011;5209;10221;50.9637021817826
6512;30688;2019;7424;10313;71.9868127605934
6513;30675;2011;5209;10221;50.9637021817826
6513;30683;2019;7424;10313;71.9868127605934
6514;30641;2011;10219;12215;83.6594351207532
6514;30646;2019;10573;12260;86.2398042414356
6515;30706;2011;2980;4056;73.4714003944773
6515;30708;2019;3357;4067;82.5424145561839
6516;30656;2011;1162;1901;61.1257233035245
6516;30662;2018;714;1887;37.8378378378378
6516;30668;2019;718;1898;37.8292939936776
6517;30705;2011;3166;5570;56.8402154398564
6517;30707;2019;3390;5573;60.8289969495783
6518;30676;2011;5711;10666;53.5439714982186
6518;30684;2019;4733;10947;43.2355896592674
6519;30731;2011;658;5796;11.3526570048309
6519;30755;2018;3031;5957;50.8813160987074
6519;30779;2019;3653;5947;61.425929039852
6520;30729;2011;1667;5824;28.6229395604396
6520;30753;2018;2652;5842;45.3954125299555
6520;30777;2019;2801;5901;47.4665310964243
6521;30711;2011;1667;5824;28.6229395604396
6521;30735;2018;2652;5842;45.3954125299555
6521;30759;2019;2801;5901;47.4665310964243
6522;30781;2011;9;39;23.0769230769231
6522;30782;2018;22;39;56.4102564102564
6523;30674;2011;4363;8888;49.0886588658866
6523;30682;2019;4924;9213;53.446217301639
6524;30673;2011;4363;8888;49.0886588658866
6524;30681;2019;4924;9213;53.446217301639
6525;30716;2011;675;7480;9.02406417112299
6525;30740;2018;1256;7638;16.4440953129091
6525;30764;2019;929;7657;12.132689042706
6526;30712;2011;675;7480;9.02406417112299
6526;30736;2018;1256;7638;16.4440953129091
6526;30760;2019;929;7657;12.132689042706
6527;30725;2011;675;7480;9.02406417112299
6527;30749;2018;1256;7638;16.4440953129091
6527;30773;2019;929;7657;12.132689042706
6528;30718;2011;44;2392;1.83946488294314
6528;30742;2018;115;2456;4.68241042345277
6528;30766;2019;142;2465;5.7606490872211
6529;30723;2011;44;2392;1.83946488294314
6529;30747;2018;115;2456;4.68241042345277
6529;30771;2019;142;2465;5.7606490872211
6530;30710;2011;44;2392;1.83946488294314
6530;30734;2018;115;2456;4.68241042345277
6530;30758;2019;142;2465;5.7606490872211
6531;30720;2011;44;2392;1.83946488294314
6531;30744;2018;115;2456;4.68241042345277
6531;30768;2019;142;2465;5.7606490872211
6532;30724;2011;649;26808;2.42091912861832
6532;30748;2018;1313;27347;4.80125790763155
6532;30772;2019;1728;27753;6.22635390768566
6533;30730;2011;649;26808;2.42091912861832
6533;30754;2018;1313;27347;4.80125790763155
6533;30778;2019;1728;27753;6.22635390768566
6534;30714;2011;649;26808;2.42091912861832
6534;30738;2018;1313;27347;4.80125790763155
6534;30762;2019;1728;27753;6.22635390768566
6535;30721;2011;649;26808;2.42091912861832
6535;30745;2018;1313;27347;4.80125790763155
6535;30769;2019;1728;27753;6.22635390768566
6536;30726;2011;649;26808;2.42091912861832
6536;30750;2018;1313;27347;4.80125790763155
6536;30774;2019;1728;27753;6.22635390768566
6537;30732;2011;649;26808;2.42091912861832
6537;30756;2018;1313;27347;4.80125790763155
6537;30780;2019;1728;27753;6.22635390768566
6538;30713;2011;649;26808;2.42091912861832
6538;30737;2018;1313;27347;4.80125790763155
6538;30761;2019;1728;27753;6.22635390768566
6539;30719;2011;1018;7764;13.1117980422463
6539;30743;2018;1638;8043;20.3655352480418
6539;30767;2019;1783;8061;22.1188438159037
6540;30727;2011;1018;7764;13.1117980422463
6540;30751;2018;1638;8043;20.3655352480418
6540;30775;2019;1783;8061;22.1188438159037
6541;30717;2011;1018;7764;13.1117980422463
6541;30741;2018;1638;8043;20.3655352480418
6541;30765;2019;1783;8061;22.1188438159037
6542;30715;2011;1018;7764;13.1117980422463
6542;30739;2018;1638;8043;20.3655352480418
6542;30763;2019;1783;8061;22.1188438159037
6543;30722;2011;1018;7764;13.1117980422463
6543;30746;2018;1638;8043;20.3655352480418
6543;30770;2019;1783;8061;22.1188438159037
6544;30728;2011;1018;7764;13.1117980422463
6544;30752;2018;1638;8043;20.3655352480418
6544;30776;2019;1783;8061;22.1188438159037
6545;30655;2011;3975;7951;49.9937114828323
6545;30661;2018;4727;7995;59.1244527829894
6545;30667;2019;;;0
6546;30785;2013;5702;9981;57.1285442340447
6546;30790;2018;6922;10037;68.9648301285245
6547;30784;2013;5702;9981;57.1285442340447
6547;30789;2018;6922;10037;68.9648301285245
6548;30696;2011;582;657;88.5844748858447
6548;30704;2019;593;663;89.4419306184012
6549;30693;2011;1859;2196;84.6539162112933
6549;30701;2019;1973;2209;89.3164327750113
6550;30694;2011;1859;2196;84.6539162112933
6550;30702;2019;1973;2209;89.3164327750113
6551;30692;2011;518;571;90.7180385288967
6551;30700;2019;550;578;95.1557093425605
6552;30689;2011;1446;1522;95.0065703022339
6552;30697;2019;1482;1529;96.9260954872466
6553;30709;2011;1791;11825;15.1458773784355
6553;30733;2018;1583;11968;13.2269385026738
6553;30757;2019;1652;12014;13.750624271683
6553;30793;2009;275;7196;3.82156753752084
6553;30794;2009;750;4527;16.5672630881378
6553;30795;2011;583;12216;4.7724296005239
6553;30796;2018;5127;12322;41.6085051128064
6553;30797;2019;6182;12381;49.9313464178984
6554;30786;2013;15742;16835;93.5075735075735
6554;30791;2018;11051;16483;67.0448340714676
6555;30787;2013;15742;16835;93.5075735075735
6555;30792;2018;11051;16483;67.0448340714676
6556;30653;2011;1396;3737;37.3561680492374
6556;30659;2018;1929;3717;51.8966908797417
6556;30665;2019;;;0
6557;30783;2013;6199;6773;91.525173482947
6557;30788;2018;5583;6674;83.6529817201079
6558;30798;2011;889;1228;72.3941368078176
6558;30799;2019;1014;1227;82.640586797066
6559;30801;2011;195;205;95.1219512195122
6559;30803;2019;199;205;97.0731707317073
6560;30804;2009;219;1086;20.1657458563536
6560;30805;2018;343;1059;32.3890462700661
6560;30806;2019;;;0
6561;30809;2011;3742;4910;76.2118126272913
6561;30821;2019;4300;4953;86.8160710680396
6562;30831;2009;507;1142;44.3957968476357
6562;30832;2009;4849;12889;37.621227403212
6562;30834;2011;546;1138;47.9789103690685
6562;30838;2011;5180;12786;40.5130611606445
6562;30840;2018;883;1127;78.3496007098492
6562;30844;2018;9029;12803;70.522533781145
6562;30846;2019;956;1137;84.0809146877749
6562;30850;2019;9613;12888;74.588764742396
6563;30852;2009;4556;14902;30.5730774392699
6563;30856;2018;9608;15254;62.9867575717845
6564;30854;2009;4556;14902;30.5730774392699
6564;30858;2018;9608;15254;62.9867575717845
6565;30853;2009;4556;14902;30.5730774392699
6565;30857;2018;9608;15254;62.9867575717845
6566;30800;2011;1776;5834;30.4422351731231
6566;30802;2019;2804;5915;47.4049027895182
6567;30810;2011;5087;7269;69.9821158343651
6567;30822;2019;2257;7379;30.5868003794552
6568;30851;2009;2508;7884;31.8112633181126
6568;30855;2018;6088;8335;73.0413917216557
6569;30815;2011;7482;18469;40.5111267529374
6569;30827;2019;9502;19121;49.6940536582815
6570;30814;2011;7482;18469;40.5111267529374
6570;30826;2019;9502;19121;49.6940536582815
6571;30813;2011;31251;44312;70.5249142444485
6571;30825;2019;25124;45028;55.7963933552456
6571;30865;2011;3665;3874;94.60505937016
6571;30877;2019;1563;3893;40.1489853583355
6572;30811;2011;31251;44312;70.5249142444485
6572;30823;2019;25124;45028;55.7963933552456
6572;30863;2011;3665;3874;94.60505937016
6572;30875;2019;1563;3893;40.1489853583355
6573;30808;2011;31251;44312;70.5249142444485
6573;30820;2019;25124;45028;55.7963933552456
6573;30860;2011;3665;3874;94.60505937016
6573;30872;2019;1563;3893;40.1489853583355
6574;30818;2011;31251;44312;70.5249142444485
6574;30830;2019;25124;45028;55.7963933552456
6574;30870;2011;3665;3874;94.60505937016
6574;30882;2019;1563;3893;40.1489853583355
6575;30812;2011;31251;44312;70.5249142444485
6575;30824;2019;25124;45028;55.7963933552456
6575;30864;2011;3665;3874;94.60505937016
6575;30876;2019;1563;3893;40.1489853583355
6576;30816;2011;31251;44312;70.5249142444485
6576;30828;2019;25124;45028;55.7963933552456
6576;30866;2011;3665;3874;94.60505937016
6576;30878;2019;1563;3893;40.1489853583355
6577;30817;2011;31251;44312;70.5249142444485
6577;30829;2019;25124;45028;55.7963933552456
6577;30868;2011;3665;3874;94.60505937016
6577;30880;2019;1563;3893;40.1489853583355
6578;30807;2011;31251;44312;70.5249142444485
6578;30819;2019;25124;45028;55.7963933552456
6578;30862;2011;3665;3874;94.60505937016
6578;30874;2019;1563;3893;40.1489853583355
6579;30835;2011;1817;2180;83.348623853211
6579;30841;2018;;;0
6579;30847;2019;1728;2202;78.4741144414169
6579;30867;2011;3390;4056;83.5798816568047
6579;30879;2019;2800;4100;68.2926829268293
6579;30890;2011;7445;8143;91.4282205575341
6579;30920;2019;4861;8221;59.1290597250943
6580;30837;2011;1817;2180;83.348623853211
6580;30843;2018;;;0
6580;30849;2019;1728;2202;78.4741144414169
6580;30869;2011;3390;4056;83.5798816568047
6580;30881;2019;2800;4100;68.2926829268293
6580;30893;2011;7445;8143;91.4282205575341
6580;30923;2019;4861;8221;59.1290597250943
6581;30836;2011;1817;2180;83.348623853211
6581;30842;2018;;;0
6581;30848;2019;1728;2202;78.4741144414169
6581;30861;2011;3390;4056;83.5798816568047
6581;30873;2019;2800;4100;68.2926829268293
6581;30887;2011;7445;8143;91.4282205575341
6581;30917;2019;4861;8221;59.1290597250943
6582;30833;2011;1817;2180;83.348623853211
6582;30839;2018;;;0
6582;30845;2019;1728;2202;78.4741144414169
6582;30859;2011;3390;4056;83.5798816568047
6582;30871;2019;2800;4100;68.2926829268293
6582;30892;2011;7445;8143;91.4282205575341
6582;30922;2019;4861;8221;59.1290597250943
6583;30931;2009;1747;9266;18.8538743794518
6583;30937;2018;5853;10016;58.4365015974441
6584;30930;2009;1747;9266;18.8538743794518
6584;30936;2018;5853;10016;58.4365015974441
6585;30932;2009;1747;9266;18.8538743794518
6585;30938;2018;5853;10016;58.4365015974441
6586;30885;2011;5219;6398;81.5723663644889
6586;30900;2018;;;0
6586;30915;2019;5329;6422;82.9803799439427
6587;30896;2011;2892;4211;68.6772738066967
6587;30911;2018;;;0
6587;30926;2019;2567;4220;60.8293838862559
6588;30891;2011;2892;4211;68.6772738066967
6588;30906;2018;;;0
6588;30921;2019;2567;4220;60.8293838862559
6589;30889;2011;2892;4211;68.6772738066967
6589;30904;2018;;;0
6589;30919;2019;2567;4220;60.8293838862559
6590;30886;2011;2892;4211;68.6772738066967
6590;30901;2018;;;0
6590;30916;2019;2567;4220;60.8293838862559
6591;30895;2011;3148;3551;88.6510842016333
6591;30910;2018;;;0
6591;30925;2019;1886;3522;53.5491198182851
6592;30897;2011;3148;3551;88.6510842016333
6592;30912;2018;;;0
6592;30927;2019;1886;3522;53.5491198182851
6593;30884;2011;3148;3551;88.6510842016333
6593;30899;2018;;;0
6593;30914;2019;1886;3522;53.5491198182851
6594;30894;2011;3148;3551;88.6510842016333
6594;30909;2018;;;0
6594;30924;2019;1886;3522;53.5491198182851
6595;30888;2011;3148;3551;88.6510842016333
6595;30903;2018;;;0
6595;30918;2019;1886;3522;53.5491198182851
6596;30941;2011;3192;5500;58.0363636363636
6596;30944;2019;4019;5569;72.1673550008978
6597;30929;2009;14317;31660;45.2210991787745
6597;30935;2018;20594;32550;63.2688172043011
6598;30933;2009;14317;31660;45.2210991787745
6598;30939;2018;20594;32550;63.2688172043011
6599;30928;2009;14317;31660;45.2210991787745
6599;30934;2018;20594;32550;63.2688172043011
6600;30948;2009;2593;14050;18.4555160142349
6600;30952;2018;4202;14170;29.6541990119972
6601;30947;2009;2593;14050;18.4555160142349
6601;30951;2018;4202;14170;29.6541990119972
6602;30949;2009;2593;14050;18.4555160142349
6602;30953;2018;4202;14170;29.6541990119972
6603;30954;2009;1487;4994;29.7757308770525
6603;30955;2018;3306;4924;67.140536149472
6604;30942;2011;833;1361;61.2049963262307
6604;30945;2019;945;1381;68.4286748732802
6605;30940;2011;5479;10022;54.6697266014768
6605;30943;2019;6312;10419;60.5816297149439
6606;30946;2009;4690;22002;21.3162439778202
6606;30950;2018;3875;22249;17.4165131017124
6607;30957;2009;574;3479;16.4989939637827
6607;30960;2018;1335;3641;36.6657511672617
6608;30958;2009;907;1124;80.6939501779359
6608;30961;2018;1030;1127;91.3930789707187
6609;30956;2009;942;1239;76.0290556900726
6609;30959;2018;1180;1232;95.7792207792208
6610;30883;2011;281;285;98.5964912280702
6610;30898;2018;110;281;39.1459074733096
6610;30913;2019;119;280;42.5
6610;30962;2009;285;285;100
6610;30965;2009;197;203;97.0443349753695
6610;30967;2011;196;202;97.029702970297
6610;30970;2018;141;180;78.3333333333333
6610;30974;2019;139;187;74.331550802139
6611;30976;2011;2129;2501;85.1259496201519
6611;30977;2019;2302;2533;90.8803789972365
6612;30966;2009;2912;3560;81.7977528089888
6612;30971;2018;2655;3539;75.0211924272393
6612;30975;2019;2544;3558;71.5008431703204
6613;30964;2009;8241;11321;72.7939227983394
6613;30969;2018;1413;10290;13.731778425656
6613;30973;2019;1736;10745;16.1563517915309
6614;30963;2009;8241;11321;72.7939227983394
6614;30968;2018;1413;10290;13.731778425656
6614;30972;2019;1736;10745;16.1563517915309
6615;30978;2009;1793;3733;48.0310742030538
6615;30979;2018;2183;3801;57.4322546698237
6616;30981;2011;2006;2408;83.3056478405316
6616;30983;2019;2037;2425;84
6617;30980;2011;5989;7094;84.4234564420637
6617;30982;2019;6582;7159;91.9402151138427
6618;30993;2011;405;510;79.4117647058823
6618;31007;2019;485;517;93.8104448742747
6619;30985;2011;2097;2374;88.3319292333614
6619;30999;2019;2052;2374;86.4363942712721
6620;30996;2011;8919;11879;75.0820776159609
6620;31010;2019;10054;12081;83.2215876169191
6621;30997;2011;8919;11879;75.0820776159609
6621;31011;2019;10054;12081;83.2215876169191
6622;30987;2011;8919;11879;75.0820776159609
6622;31001;2019;10054;12081;83.2215876169191
6623;31014;2009;2448;4546;53.8495380554333
6623;31017;2011;388;4417;8.78424269866425
6623;31020;2018;981;4566;21.484888304862
6623;31023;2019;1069;4594;23.269481932956
6624;30990;2011;4864;8846;54.9853040922451
6624;31004;2019;6187;8908;69.4544229905703
6625;30986;2011;866;1540;56.2337662337662
6625;31000;2019;1033;1577;65.5041217501585
6626;31024;2009;13060;22467;58.1297013397427
6626;31025;2018;15243;22423;67.9793069616019
6627;31027;2011;3940;9617;40.9691171883124
6627;31030;2019;6251;9776;63.9423076923077
6628;31028;2011;1736;2181;79.5965153599266
6628;31031;2019;1965;2174;90.3863845446182
6629;31013;2009;824;5114;16.112631990614
6629;31016;2011;896;5079;17.6412679661351
6629;31019;2018;2250;5130;43.859649122807
6629;31022;2019;2937;5141;57.1289632367244
6630;31012;2009;824;5114;16.112631990614
6630;31015;2011;896;5079;17.6412679661351
6630;31018;2018;2250;5130;43.859649122807
6630;31021;2019;2937;5141;57.1289632367244
6631;30991;2011;2840;11771;24.1270920057769
6631;31005;2019;3908;11887;32.8762513670396
6632;30988;2011;2840;11771;24.1270920057769
6632;31002;2019;3908;11887;32.8762513670396
6633;30995;2011;2840;11771;24.1270920057769
6633;31009;2019;3908;11887;32.8762513670396
6634;30989;2011;4627;8769;52.7654236514996
6634;31003;2019;5311;8772;60.5449156406749
6635;30994;2011;4627;8769;52.7654236514996
6635;31008;2019;5311;8772;60.5449156406749
6636;30992;2011;4627;8769;52.7654236514996
6636;31006;2019;5311;8772;60.5449156406749
6637;30984;2011;4627;8769;52.7654236514996
6637;30998;2019;5311;8772;60.5449156406749
6638;31032;2009;10713;16779;63.847666726265
6638;31033;2018;12393;17051;72.6819541375872
6639;31026;2011;592;618;95.7928802588997
6639;31029;2019;628;628;100
6640;31035;2011;1160;2351;49.3407060825181
6640;31039;2019;1375;2263;60.7600530269554
6641;31036;2011;1160;2351;49.3407060825181
6641;31040;2019;1375;2263;60.7600530269554
6642;31042;2009;6802;10398;65.4164262358146
6642;31043;2018;3614;10373;34.8404511713101
6643;31037;2011;3116;4576;68.0944055944056
6643;31041;2019;1498;4557;32.8725038402458
6644;31045;2011;6495;8321;78.0555221728158
6644;31049;2018;;;0
6644;31053;2019;4675;8241;56.7285523601505
6645;31047;2011;6495;8321;78.0555221728158
6645;31051;2018;;;0
6645;31055;2019;4675;8241;56.7285523601505
6646;31034;2011;280;974;28.7474332648871
6646;31038;2019;769;975;78.8717948717949
6647;31046;2011;16766;20308;82.5585975970061
6647;31050;2018;;;0
6647;31054;2019;18305;20358;89.9155123293054
6648;31044;2011;16766;20308;82.5585975970061
6648;31048;2018;;;0
6648;31052;2019;18305;20358;89.9155123293054
6649;31056;2009;7688;8381;91.7312969812671
6649;31057;2018;7584;8429;89.9750860125756
6650;31064;2009;2587;4126;62.6999515269026
6650;31072;2018;2405;4138;58.1198646689222
6651;31082;2011;1549;1851;83.6844948676391
6651;31091;2019;1690;1848;91.4502164502164
6652;31081;2011;9595;23937;40.084388185654
6652;31090;2019;10666;24070;44.3124221022019
6653;31078;2011;9595;23937;40.084388185654
6653;31087;2019;10666;24070;44.3124221022019
6654;31075;2011;9595;23937;40.084388185654
6654;31084;2019;10666;24070;44.3124221022019
6655;31080;2011;1566;3931;39.8371915543119
6655;31089;2019;1934;3958;48.8630621526023
6656;31092;2009;1407;2110;66.6824644549763
6656;31093;2018;1077;2094;51.432664756447
6657;31063;2009;1997;15869;12.5842838238074
6657;31071;2018;3715;15853;23.4340503374756
6658;31061;2009;1997;15869;12.5842838238074
6658;31069;2018;3715;15853;23.4340503374756
6659;31060;2009;1997;15869;12.5842838238074
6659;31068;2018;3715;15853;23.4340503374756
6660;31062;2009;1997;15869;12.5842838238074
6660;31070;2018;3715;15853;23.4340503374756
6661;31094;2009;3693;6854;53.8809454333236
6661;31095;2011;;;0
6661;31096;2018;4740;6864;69.0559440559441
6662;31059;2009;12498;22216;56.2567518905294
6662;31067;2018;9710;22944;42.3204323570432
6663;31065;2009;12498;22216;56.2567518905294
6663;31073;2018;9710;22944;42.3204323570432
6664;31058;2009;12498;22216;56.2567518905294
6664;31066;2018;9710;22944;42.3204323570432
6665;31079;2011;4370;8605;50.7844276583382
6665;31088;2019;5679;8550;66.4210526315789
6665;31100;2009;3931;8351;47.0722069213268
6666;31076;2011;4370;8605;50.7844276583382
6666;31085;2019;5679;8550;66.4210526315789
6666;31098;2009;3931;8351;47.0722069213268
6667;31077;2011;7125;11418;62.4014713610089
6667;31086;2019;9264;11417;81.1421564333888
6667;31099;2009;7087;11441;61.943886023949
6667;31102;2009;1989;3179;62.5668449197861
6667;31106;2011;1984;3177;62.4488511174064
6667;31110;2019;1526;3157;48.3370288248337
6668;31074;2011;7125;11418;62.4014713610089
6668;31083;2019;9264;11417;81.1421564333888
6668;31097;2009;7087;11441;61.943886023949
6668;31104;2009;1989;3179;62.5668449197861
6668;31108;2011;1984;3177;62.4488511174064
6668;31112;2019;1526;3157;48.3370288248337
6669;31114;2009;5426;6635;81.7784476262246
6669;31116;2018;6360;6696;94.9820788530466
6670;31113;2009;5426;6635;81.7784476262246
6670;31115;2018;6360;6696;94.9820788530466
6671;31103;2009;641;853;75.1465416178195
6671;31107;2011;;;0
6671;31111;2019;842;855;98.4795321637427
6672;31118;2009;3823;6507;58.7521131089596
6672;31120;2011;3470;6419;54.0582645271849
6672;31122;2018;4109;6311;65.1085406433212
6673;31117;2009;7853;9031;86.956040305614
6673;31119;2011;4227;8852;47.7519204699503
6673;31121;2018;5716;8934;63.9802999776136
6674;31101;2009;4348;6888;63.1242740998839
6674;31105;2011;;;0
6674;31109;2019;5405;7046;76.7101901788249
6675;31123;2009;1258;2581;48.7407981402557
6675;31124;2018;2222;2579;86.1574253586661
6676;31126;2009;14293;14952;95.5925628678438
6676;31129;2018;6392;14584;43.828853538124
6676;31132;2019;;;0
6677;31127;2009;935;1152;81.1631944444444
6677;31130;2018;5;1071;0.466853408029879
6677;31133;2019;;;0
6678;31125;2009;8710;17271;50.4313589253662
6678;31128;2018;7449;17697;42.0918799796576
6678;31131;2019;;;0
6679;31138;2009;5052;6603;76.5106769650159
6679;31151;2018;5113;6560;77.9420731707317
6679;31164;2019;5171;6601;78.3366156642933
6680;31146;2009;5052;6603;76.5106769650159
6680;31159;2018;5113;6560;77.9420731707317
6680;31172;2019;5171;6601;78.3366156642933
6681;31173;2009;5349;12251;43.6617418986205
6681;31174;2019;7174;12442;57.6595402668381
6682;31175;2009;9988;15119;66.0625702758119
6682;31176;2014;11090;15413;71.9522481022513
6682;31177;2018;10618;15377;69.0511803342655
6682;31178;2019;7355;11008;66.8150436046512
6683;31142;2009;4623;5381;85.9133989964691
6683;31155;2018;5271;5459;96.5561458142517
6683;31168;2019;5309;5463;97.1810360607725
6684;31136;2009;4623;5381;85.9133989964691
6684;31149;2018;5271;5459;96.5561458142517
6684;31162;2019;5309;5463;97.1810360607725
6685;31180;2009;3678;13997;26.277059369865
6685;31182;2018;4594;13749;33.4133391519383
6686;31179;2009;3678;13997;26.277059369865
6686;31181;2018;4594;13749;33.4133391519383
6687;31184;2009;5147;6923;74.3463816264625
6687;31186;2011;2505;6805;36.8111682586334
6687;31188;2018;3229;6854;47.1111759556463
6688;31183;2009;5147;6923;74.3463816264625
6688;31185;2011;2505;6805;36.8111682586334
6688;31187;2018;3229;6854;47.1111759556463
6689;31190;2009;2092;2479;84.3888664784187
6689;31192;2019;1941;2472;78.5194174757281
6690;31198;2009;2398;4294;55.8453656264555
6690;31207;2014;3011;4228;71.2157048249764
6690;31216;2018;3003;4271;70.3114024818544
6691;31197;2009;2398;4294;55.8453656264555
6691;31206;2014;3011;4228;71.2157048249764
6691;31215;2018;3003;4271;70.3114024818544
6692;31194;2009;2363;4947;47.766323024055
6692;31203;2014;3453;4957;69.6590679846681
6692;31212;2018;3545;4984;71.1276083467095
6693;31200;2009;2363;4947;47.766323024055
6693;31209;2014;3453;4957;69.6590679846681
6693;31218;2018;3545;4984;71.1276083467095
6694;31201;2009;3995;9096;43.9204045734389
6694;31210;2014;4972;9259;53.6991035749001
6694;31219;2018;4828;9339;51.6971838526609
6695;31199;2009;3995;9096;43.9204045734389
6695;31208;2014;4972;9259;53.6991035749001
6695;31217;2018;4828;9339;51.6971838526609
6696;31195;2009;1708;9170;18.6259541984733
6696;31204;2014;2127;9302;22.8660503117609
6696;31213;2018;2365;9378;25.2185967157176
6697;31196;2009;1708;9170;18.6259541984733
6697;31205;2014;2127;9302;22.8660503117609
6697;31214;2018;2365;9378;25.2185967157176
6698;31193;2009;1708;9170;18.6259541984733
6698;31202;2014;2127;9302;22.8660503117609
6698;31211;2018;2365;9378;25.2185967157176
6699;31220;2009;5554;7087;78.368844362918
6699;31221;2014;6324;7172;88.1762409369771
6699;31222;2018;6387;7172;89.0546569994423
6700;31223;2009;1632;2116;77.1266540642722
